MENSAJES;POLARIDAD
Patricia el companero se referia a una publicacion como comentario Dentro de ese link q publique esta lo que el indica Son como 50 y algo de comentarios Les toca buscar ahi;neutro
mil disculpas yo busque pero no lo encontre por eso pedia el link;neutro
Patricia Ramos el link es solo de la publicacion Del comentario solo se puede enviar la captura de la pantalla;neutro
Companeros manana en el transcurso del dia la companera Patricia Ramos no compartira el enlace del Google drive para poder subir los aportes se le solicito agregue a la tutora Dunia Ines Jara Roa para que ella evalue nuestros aportes por favor subirlos Maximo hasta el sabado medio dia y asi podernos reunir mas tarde y sacar un informe como grupo por favor definamos la hora gracias;neutro
Estimados companeros enesa direccion solo veo la foto del algoritmo de arbol Me podria enviar companero Jorge Luis Quezada Jimenez al correo kespinoza2009 gmail com por favor;neutro
Karen de Blacio debes revisar la publicacion Esta dentro de los comentarios;neutro
O en tal caso cada uno hace su informe y se lo enviamos por correo;positivo
Jorge nos puede enviar el link del informe que ud propuso por mail por favor;neutro
Patricia Ramos ya puse arriba en un comentario que se los puedo reenviar manana al medio dia mas o menos que llego a quito xq tengo en la laptop ese enlace y estoy conectado desde el celular;neutro
Jorge Luis Quezada Jimenez gracias companero Mientras tanto voy a seguir buscando el link;positivo
le envio mi correo muchas gracias;positivo
podemos definir a que hora nos reunimos el sabado x favor;positivo
Entonces el dia de sabado nos reunimos a las 21 00 para ya sacar el informe grupal;positivo
Patricia Ramos de ser posible a las 8 para ver si avanzamos algo y aprovechamos el tiempo sino se demoran demasiado en responder y no sacamos ningun provecho hoy por ejemplo llevamos mas de una hora y no avanzamos nada;negativo
entonces sabado a las 20 00;positivo
estan todos de acuerdo;positivo
si por favor entonces sabado hasta medio dia que se suba los aportes al Google drive y a las 8 lo revisamos para sacar el informe grupal;neutro
Bueno companeros gracias por su tiempo y nos vemos el dia sabado;positivo
Patricia Ramos hasta el sabado entonces;positivo
hasta el sabado;positivo
Patricia Ramos gracias por compartir el enlace de Google Drive de mi parte ya envie el archivo cualquier inquietud hacerme saber Saludos;positivo
Hoy a las 21h00 recuerden que se acordo revisar como vamos a elaborar el informe;neutro
Buenas noches companeros;positivo
buenas noches con todos;positivo
Buenas noches companeros;positivo
Saludos companeros;positivo
Buenas noches a todos;positivo
Buenas tardes Acabo de enviarles parte de mi informe por medio de los correos respondiendo al email enviado por la companera Patricia Ramos enviandonos el enlace del google drive se acordo que se debia enviar los aportes hasta hoy medio dia para analizarlos en la noche solo veo un aporte de un companero el cual es solo reenviar el analisis individual esa no es la idea que se planteo en la reunion como grupo que se tuvo sino se debia enviar ya como va a quedar el informe y cumplir con los requerimientos de la tarea que se deben cumplir hasta el dia de manana por favor indicar si va a haber la debida colaboracion ayuda y apoyo para continuar con la tarea o por favor decir de una vez que no lo van a realizar para no pasar mas tiempo ya que el estar esperando que los demas colaboren quita demasiado tiempo y hace hasta perder la paciencia espero sepan entender esto de estar buscando que colaboren desespera y de mi parte no pretendo poner a todos los miembros del grupo como que hubiesen hecho algo que no lo hicieron y en tal caso preferiria subir un informe individual y presentar la agenda como lider del grupo indicando y senalando que aporto cada uno o indicando si no aporto en nada porque se pierde demasiado tiempo y somos pocos los que estamos tratando de cumplir con lo solicitado para la tarea Gracias;negativo
Realmente yo me he desaparecido un poco en estos dias Y no lei lo que enviaron Patricia y tu Ok Es valido lo que tu dices En el transcurso de la noche reviso y envio lo mio Saludos;positivo
Buenas noches este post es para revisar los aportes enviados al Google drive y definir el informe final y como se va a realizar y como sera su elaboracion;positivo
Buenas noches Presente;positivo
Buenas noches x favor pueden confirmar si ya se subio sus aportes al Google drive como se quedo y si revisaron el de los demas;neutro
Subi el archivo a las 18 30;positivo
buenas noches;positivo
sigo en el trabajo pero estoy aqui para la reunion;positivo
Acabo de subir mi aporte hace unos 15 minutos;positivo
Estoy analizando el aporte de los companeros;positivo
Bueno entonces en que quedamos en cuanto al informe como se va a presentar o como se va a realizar;neutro
Companero Jorge Luis Quezada Jimenez pero usted no ha subido su aporte;negativo
Karen de Blacio esta enviado por email ya que no puedo subir directamente el archivo se envio hoy 5 y 15 de la tarde;negativo
El informe ya consta en la carpeta de google drive no se podia subir porque no tenia acceso a la cuenta anterior de outlook pero ya la reestableci ahora esta subido anteriormente se envio via email a que pudieran revisarlo;negativo
Aparte del analisis deberiamos incluir el diario en el informe;positivo
el diario lo estamos llevando de forma individual;positivo
De lo que estoy revisando veo que Jorge coloco una introduccion sobre el tema;negativo
El informe no esta aun terminado pero es introduccion definicion formal del problema el porque se puede utilizar inteligencia artificial para su desarrollo;neutro
El ejercicio debemos desarrollarlo con el arbol de busqueda;neutro
Se debe desarrollar con arbol de busqueda se deben determinar agentes se debe demostrar las probabilidades posibles y las que se descartan a medida de que se van ejecutando las sentencias que indica el ejercicio 5 13 con la unica finalidad de plasmarlo en un algoritmo;neutro
en el ejercicio tenemos variables dominios y restricciones;neutro
De acuerdo y lo que se debe demostrar en el informe es que manualmente llegamos a una solucion es lo que cada uno a hecho y por medio de variables dominios restricciones se lo puede plantear y resolver por inteligencia artificial ahi entra todo el arbol de busqueda la idea era que dentro del informe se plasme la colaboracion de cada uno el analisis y llegar a una conclusion final que vendria a ser el arbol de busqueda con su analisis esa es mi opinion;neutro
yo resolvi el ejercicio utilizando variables dominios y restricciones;neutro
y utilizando el arbol de busqueda con vuelta atras se llega a la respuesta;positivo
De acuerdo su explicacion esta clara y en el informe es totalmente entendible ahora como se hace para presentar en grupo ya que usted fue la unica persona que lo realizo por este metodo;positivo
Yo con el informe que les envie una vez que este terminado demuestro lo que es manual y se junta con su analisis determinando que se aplico inteligencia artificial;neutro
En el informe podemos colocar la teoria el ejercicio resuelto de forma manual y la resolucion mediante IA;positivo
Y al final las conclusiones;positivo
En las condiciones que pone la tutora para la tarea dice elaborar en equipo el documento a entregar el cual se debe presentar hasta el dia de manana y subirlo en google drive como se va a hacer;positivo
En este momento lo estamos analizando y tratando de definir solamente usted y yo el resto de companeros o no estan conectados o no asistieron a la convocatoria Carlos Medina indico que el sube su aporte en la noche el resto subio sus aportes y analisis individuales otros no han compartido nada;neutro
El informe final va con los nombres de las personas que colaboraron y en el correo que tengo que enviar a la tutora se indicara ese detalle no vamos a poner nombres de personas que no sabemos si estan de acuerdo con lo que estamos haciendo y que no colaboraron;negativo
Companero el stress no le permite ver el aporte de los demas Calmese y analize sus palabras Yo tambien estoy aqui;positivo
Todos estamos estresados pero si molesta que las personas no colaboren y hablo por todos porque hay personas que nunca se han hecho presentes;negativo
yo estoy en el trabajo en inventario salgo a las 23 00 y manana ingreso a las 7 00 y estoy aqui;positivo
Karen de Blacio Companera se pidio que se analice desde temprano para aprovechar el tiempo yo tambien tengo otras actividades y obligaciones que realizar y no estar esperando a que se dignen en responder usted escribio hace 30 minutos y despues pone al final las conclusiones ok gracias pero se requiere que sea mas colaborativa en cuanto a como vamos a hacer porque no creo que la companera Patricia Ramos quiera hacer todo el informe ella sola y yo mucho menos quien o como vamos a organizar el armado del informe a que hora se va a subir quien queda a cargo que podemos hacer cada uno eso entiendo como colaboracion y si me estresa porque estamos una hora conectados y los demas y el apoyo y mas uqe nada el respeto;negativo
Si es verdad companera Patricia Ramos y estoy de acuerdo con usted pero el companero Jorge se pasa repitiendo que solo el y usted colaboran y yo veo que solo usted es la que mas ha aportado;positivo
Karen de Blacio Si quien elaboro el grupo quien subio la portada quien creo el grupo de whattsap quien envia las convocatorias y crea los eventos a los que no asisten o no aportan quien se da el trabajo de redactar el informe porque un informe no es solo de subir la resolucion del ejercicio y ya por algo estamos en los niveles superiores y hemos parendido hasta las normas apa entre otras y quien esta respondiendo y tratando de coordinar el trabajo en equipo usted responde a los 30 minutos por eso repito y repito;negativo
Companeros no discutamos por favor;negativo
Patricia Ramos companera voy a tratar de terminar lo mas pronto la redaccion del informe y pasarsela a su correo para que lo revise y se incluya o se mejore en lo que se deba hacer para poder presentar esto en el google drive ya el analisis y la discusion del mismo corresponde a la siguiente semana tambien tengo trabajo negocio y familia que atender buenas noches;neutro
Propongo algo no se si Karen nos puede ayudar armando el informe tocaria unir lo de Jorge con lo mio;neutro
Con mucho gusto companera;positivo
Pero manana puede enviar al correo maximo hasta las 12 del medio dia;positivo
para poder revisar;neutro
Si Ahora mismo me pongo a hacer;positivo
Jorge esta de acuerdo;positivo
Concluyamos por favor estamos esperando la respuesta de Jorge;neutro
Si estoy de acuerdo;positivo
Listo entonces le enviamos los archivos en word a Karen para que ella pueda editar e incluir lo que falte incluyendo la caratula;neutro
Karen sigue conectada;neutro
Patricia Ramos El archivo de word esta ya subido en el google drive para que se pueda editar;positivo
Ya subi el documento en word;positivo
Ok entonces la informacion esta disponible buenas noches;positivo
Karen los archivos estan en en enlace de google drive en word para que los pueda editar apenas lo termine subalo a la carpeta compartida y envie un correo avisando para poder revisar maximo hasta medio dia por favor;positivo
Buen dia listo subi mi aporte al Drive y le envie igualmente al correo de la companera Patricia Ramos;positivo
Saludos;positivo
Buenos dias con todos;positivo
Esta semana debemos revisar el informe subido al Google Drive segun las actividades asignadas;neutro
Les parece reunirnos el sabado a las 20 00;positivo
Patricia Ramos estoy de acuerdo;positivo
Gracias Carlos;positivo
Si;positivo
Gracias Karen por responder;positivo
Buenas noches con todos;positivo
Bueno senores me retiro porque nadie esta presente;neutro
Patricia Ramos estoy aqui Pero este es un post antiguo;positivo
Deberia crear uno nuevo y sobre ese convocar;neutro
Buenas noches mil disculpas yo aun estoy trabajando Patricia Ramos x eso recien me conecto;positivo
Saludos companeros;positivo
Adjunto mi archivo;neutro
Hola companero el ejercicio esta bien especificado He caido en cuenta que en mi respuesta olvide la restriccion 6 El noruego vive a lado de la casa de azul;positivo
Hola Sergio gracias infinitas por la invitacion;positivo
Es un gusto contar con su presencia estimada docente;positivo
Buenas tardes un gusto unirme al grupo me encuentro en la resolucion del documento;positivo
muy buenas noches con todos hoy recien me integro al grupo y sinceramente no se que hay que hacer tengo entendido que hay que hacer un aporte sobro un trabajo que me gustaria saber hasta cuando hay que entregar por favor ayudenme con eso;neutro
Saludos companero excelente aporte y veo su ejercicio esta bien especificado;positivo
Compa una pregunta en su respuesta utiliza la palabra Color para referirse a la casa no seria mejor utilizar Casa para ser un poco mas claro de ahi considero excelente su trabajo;positivo
Compa en la solucion que propone dice el paso 2 por la restriccion 1 sabemos que y ubica al ingles y el color de su casa roja en la casa de en medio en la que beben leche me puede ayudar indicando porque;positivo
Excelente aporte companero en cuanto a la observacion del companero aparte de ser buena sabemos que es solo un objeto al que nos referimos y podemos asignarle cualquier nombre que nos de una relacion eso es algo que nos diferencia que todos tenemos diferentes mentalidades y por esa razon somos seres unicos e irreemplazables;positivo
Hola companero excelente aporte y muy creativo su organigrama;positivo
gracias companero lo que si ve que falta detallar mas a fondo todo el contenido o estaria bien ahi;positivo
Muy buenos dias bien por el trabajo de todos creo que es importante que todos tenga claro las variables el dominio y sobre todo las restricciones Con esto se les facilita ir construyendo la tabla de valores que indicara las relaciones de las variables;positivo
Saludos estimados companeros voy a compartir la forma como hice la solucion del ejercicio;positivo
Bien Sergio lo importante es definir claramente las restricciones del puzzle;positivo
Estimados companeros les comparto mi solucion al problema;positivo
Saludos companero excelente aporte pero tengo una duda al decir que la casa verde esta inmediatamente a la derecha su derecha de la casa de color marfil Se refiere que a su derecha esta la casa de color marfil;positivo
Yo considero que si ya que especifica que esta a la derecha su derecha ahi esta la clave al decir su derecha se refiere a la derecha de la casa verde En primera instancia puse primero Marfil y a la derecha la casa verde pero luego de analizar este detalle asumo que la casa verde va primero y luego a su derecha va la casa marfil;positivo
Que tal companeros yo probe poniendo la casa verde primero luego la de marfil pero mas adelante no coincidian Creo que voy reintentar porque al decir su derecha pareceria que es primero efectivamente va la casa verde;neutro
Si companero en las palabras su derecha esta la confusion pero esperemos el comentario de nuestra estimada docente;neutro
A mi tambien me genero confusion y fue motivo de mucho analisis ya que dice Inmediatamente a la derecha su derecha de la casa Color Marfil ahora si dijera Inmediatamente a la derecha de la casa Color Marfil tendriamos claro que es a la derecha de Marfil pero al momento de decir a la derecha su derecha entiendo es a la derecha de la casa color Verde entonces quedaria primero Marfil y luego Verde eso es algo que ahora lo considero como valido aunque en mi respuesta quedo primero Verde y luego Marfil Que dicen companeros;neutro
En ese item es indistinto colocarlo primero a la casa verde o a la color marfil porque el resultado es el mismo;neutro
Luis en base a que afirma esto;neutro
El problema es la interpretacion de la frase su derecha entonces probando varias soluciones de obtiene el mismo resultado ingeniera Por eso pienso que puede ser indistinto el orden de las casas en ese punto Si al final se obtiene un resultado correcto;neutro
Juan Carlos gracias por compartir su tarea tengo una inquietud si esa es la representacion de las restricciones entonces cual es la respuesta a la pregunta del puzzle que representacion utilizo;positivo
Buenas noches utilice una tabla de valores y de acuerdo a las restricciones fui agregando en cada campo los valores indicados hasta llegar a la solucion La Zebra vive con el Japones y beben agua en la casa del Noruego;positivo
Saludos estimados companeros propongo el tema de discusion a llevar acabo esta semana propongo la siguiente respuesta e invito a que dejen un comentario desde su punto de vista de la definicion del domino las variables y las restricciones Ademas los invito a participar en el foro que esta disponible hasta el 23 de diciembre;positivo
No olviden dejar sus comentarios gracias;positivo
Sergio gracias por la solucion compartida Seria importante conocer el criterio de los demas integrantes del equipo y que lleguen a contestar la pregunta planteada en el puzle donde vive la Zebra y en que casa beben ellos agua;positivo
Estimado Sergio Excelente tu aporte muchas gracias por tu preocupacion entiendo la codificacion pero por favor podrias describirme enn palabras esta linea;positivo
En la primera casa vive el noruego el noruego no vive en la casa azul y los kools son fumados en la casa amarilla y los kools no son fumados en la casa del caballo en la casa amarilla hay un zorro aqui beben agua Entonces al realizar el proceso de la restriccion y hacer la negacion no se cumple con lo solicitado se produce vuelta atras regresando al lugar hasta donde se cumple de forma correcta la restriccion y le agregamos la siguiente restriccion hasta ubicar todos los objetos en las instancias establecidas de esa forma se cumple con lo requerido;neutro
Haciendo uso del algoritmo se resuelve mad facilmente Considero que se debe identificar y definir las restricciones como usted lo ha hecho;positivo
Interesante la solucion aunque no le he probado peros estoy seguro que para dar con la solucion lo primero que debemos realizar es definir las variables sobre las que vamos a trabajar Y personalmente podriamos probar traduciendo las restricciones a numeros Eso nos lleva a que una vez hecha la traduccion cada variable podra tomar valores entre 0 y 4 como las casas;positivo
Companeros a continuacion les comparto una parte de como fui analizando el ejercicio y tratando de encontrar la respuesta;positivo
Gracias Elvis observemos que dicen sus companeros;positivo
Que tal companero considero que todas las soluciones que hemos propuesto son correctas debido a que cumplen con los hechos La cuestion es en este punto La casa verde esta inmediatamente a la derecha su derecha de la casa del color marfil Debido a que da par interpretaciones En lo personal independientemente de la posicion que se coloque la casa verde y la de marfil se llega a la misma solucion Que piensa usted;positivo
Saludos companero si estamos de acuerdo que la solucion esta correcta y da lo mismo cambiar las posiciones de la casa verde y marfil pero solo que hay una restriccion que se debe tomar en cuenta y respetar que es la casa marfil esta a la derecha si y solo si la verde esta a la izquierda;neutro
Companeros esa es una interrogante que debemos buscar la forma de darle una explicacion mas satisfactoria coincidimos que estamos en lo correcto;positivo
Gracias companero por subir la solucion del trabajo colaborativo Pero falta los nombres de todos los que participamos;positivo
companeros buenas noches estamos en la ultima semana de entrega del diario final por favor analicemos nuestras respuestas para poder realizar un solo documento de parte de grupo 2;positivo
Comanero buenas noches hasta hoy hay que entregar unos formularios Autoevaluacion Coevaluacion y Diario Personal 3era entrega y Entrega Final es correcto en mi pagina la fecha maximo es hasta hoy es correcto ademas dentro del formulario de la Autoevaluacion aparece un elemento a evaluar en el que hace referencia ya a la entrega del resultado en equipo;positivo
asi que hay que subir todos esos formularios hoy;positivo
Entonces comencemos compas;positivo
en la pregunta 1 creo que todos llegamos a la misma respuesta;positivo
Asi es Compa;positivo
saben si todos compartieron las respuestas para la pregunta 2;positivo
Es lo que no entiendo como sabemos si todos respondieron y subieron sus respuestas al menos yo si lo hice;neutro
e hice sugerencias al menos 3;neutro
lo que si no hice fue haber citado alguna fuente bibliografica;neutro
se me paso por alto;negativo
Yo si revise las respuestas de todos y todos coincidimos con las respuestas;positivo
Si yo tambien revise las mayorias pero no tengo el listado para saber si son todos;neutro
Les parece;positivo
Considero que es lo mas correcto gracias;positivo
Les parece si completamos los nombres en el archivo que esta en google drive;neutro
Claro lo hacemos con los que estan en el grupo;positivo
me parece los mas justo;positivo
El drive esta compartido para que los podamos modificar;neutro
Compa al tratar de subir la Coevaluacion me aparece este mensaje Coloque aqui las evaluaciones realizadas a cada uno de los integrantes de su grupo con esto considero que la coevaluacion es a cada uno en un formulario diferente pero en un solo archivo;negativo
Yo entiendo que una Coevaluacion es la evaluacion de cada integrante del grupo por separado que puede estar en un mismo archivo si pero es la evaluacion que le hago a cada uno de mis companeros en este caso a ustedes del grupo;neutro
Buenos dias companero excelente trabajo tambien tuve la idea de hacerlo en java pero con esto es mas que perfecto;positivo
Compas le dejamos asi;positivo
Pienso que si pero ese mismo documento debe estar compartido en el Drive;neutro
Claro pero para tener los 8 comentarios antes de subirlo;neutro
ok entonces debemos esperar los comentarios de los demas companeros;positivo
De momento voy a subir mi Autoevaluacion mi Coevaluacion y el diario personal entrega final;positivo
estoy de acuerdo companeros yo lo veo muy bien asi;positivo
Que bueno compa esperemos mas aportes;positivo
Sobre todo el de Sergio;positivo
Compas que alguien me ayude la Coevaluacion es a cada uno de ustedes y la envio en un solo archivo PDF o es uno general;neutro
La coevaluacion Es una sola por todo el grupo la autoevaluacion es por cada uno;positivo
Elvis la coevaluacion es a cada uno de los integrantes del grupo y la envia en un solo archivo y la autoevaluacion es su evaluacion;positivo
Es correcto Tutora luego lo analice bien y recorde y asi lo hice la entrega ya la hice anoche muchas gracias;positivo
Esta perfecto lo que creo deben anadir es el aporte del algoritmo del companero Danilo Freire;positivo
Saludos estimados companeros en esta semana les invito a dejar su comentario para hacer un cambio en el documento para publicarlo nuevamente en google drive esta vez con el seudocodigo en scrip del companero Danilo Freire;positivo
Companeros no olviden comentar;positivo
Listo Companero voy a analizarlo y hasta el miercoles o jueves hago mi aporte;positivo
Es un gran aporte se lo debe incluir Lo estoy analizando companeros;positivo
la tutora ha enviado esto al correo En la tarea del segundo bimestre le pido de manera especial suban la solucion del puzzle con los nombres de las personas que intervinieron en su solucion;positivo
Cada uno debemos subir el mismo archivo o solo el companero que creo esta pagina;neutro
Hola muy buenas noches Seria mejor que cada uno suba el archivo Gracias infinitas;positivo
Saludos estimada docente la notificacion del ejercicio porque medio se la hacemos llegar por favor indiquemos;positivo
Quedo excelente companeros;positivo
Muy bien mision cumplida;positivo
Companeros comparto el comentario de Miguel Moreno quedo excelente;neutro
me hubiese gustado que el documento lleve una caratula o un logotipo de la universidad;positivo
Buenas noches companera;positivo
Les comento que yo tenia correo en google pero no habia utilizado la aplicacion Google Drive;negativo
buenas noches companero como le va;positivo
Ya he compartido una carpeta y varios archivos que utilizo en mi trabajo y me resulta muy util pues no necesito llevar una memoria con mis archivos;positivo
Bien gracias estimada lideresa;positivo
gracias companera;positivo
le comento que yo no tenia esa aplicacion tuve varios problemas para instalarlo en mi computadora pero lo logre y ya guarde varios archivos en la aplicacion e incluso cree una carpeta tal como las indicaciones de la tutora;positivo
Con que nombre hay que crear la carpeta;neutro
queridos companeros no dice exactamente el nombre ya que en la folleto dice cree una carpeta con archivos en su cuenta www dropbox com o google drive;neutro
El dia de manana voy a usar la hoja electronica;positivo
Companera No comprendo a que se refiere;neutro
la solucion de la Actividad Recomendada;positivo
companero estoy contestando a su pregunta la tutora no especifica el nombre de la carpeta;negativo
ok yo me refiero a la actividad que dice la hoja de ruta que debemos realizar;positivo
si companero es lo mismo puede poner el nombre que prefiera;positivo
En la definicion del trabajo a realizar la solucion de la Actividad Recomendada en un documento en grupo;positivo
Bueno estimadas compas estare pendiente de cualquier informacion;positivo
pasen bien estimados companeros;positivo
Companeras estan por alli;positivo
Muy bien companeros;positivo
Hola muy buenas noches gracias por aprobar mi solicitud;positivo
hola querida tutora buenas noches;positivo
Amigos saludos;positivo
Saludos companerito;positivo
Bien companeros a trabajar por el grupo;positivo
Asi es;positivo
ejercicio 5 13 el agua se bebe en la casa amarilla y la zebra vive en la casa verde;neutro
Amigos les comparto mi solucion al ejercicio propuesto del texto base de inteligencia artificial;neutro
amigos buenas noches para crear una nueva imagen de nuestro grupo propongo que cada uno aporte con ideas y elijamos un formato porfa para no estancarnos que les parece;positivo
Se refiere a la portada companero;positivo
claro que si amigo;positivo
bajemos lienzos;positivo
y que cada uno proponga ideas;positivo
pero si alguien ya tiene la imagen favor compartirla;neutro
una sugerencia de imagen;positivo
si porfa amigos;positivo
Amigos una consulta la tutora y esta agregada al grupo;positivo
No creo que deben abrir el candadito que esta cerrado para poder agregar a la tutora Companero lider ayudenos con el requerimiento de la tutora;negativo
Porfa amigos hay que enviarle la invitacion;neutro
A la tutora;neutro
La tutora ya esta en el grupo companeros;positivo
Hola companeros comparto mi solucion al ejercicio en el presente adjunto Saludos;positivo
Gracias por compartir la solucion del ejercicio al grupo es preciso que todos opinen de las soluciones presentadas para que elaboren la solucion definitiva;positivo
Al desarrollar el ejercicio es importante que todos tenga claro las variables el dominio y sobre todo las restricciones Con esto se les facilita ir construyendo la tabla de valores que indicara las relaciones de las variables Asi mismo recuerden que entre todos deben elaborar una unica solucion del puzle;positivo
Su solucion companero estuvo muy buena felicitaciones;positivo
Concuerdo con su solucion pues la zebra vive en la casa 5 y se bebe agua en la primera casa Se puede evidenciar que se tomaron en cuenta todas las restricciones;positivo
Asie es amigo solo una consulta cual fue su estrategia para llegar a la solucion;positivo
Bueno les contare en mi caso personal lo primero que hice fue buscar los colores de cada casa;positivo
En mi caso se procedio a realizar el problema 5 13 usando un sistema de redes semanticas y sistemas de mantenimiento de la verdad adicionando un sistema de comparacion por color para un mejor entendimiento;positivo
Amigos debemos realizar un intercambio de ideas sobre el porque llegamos a la solucion del ejercicio 5 13;neutro
Les recuerdo que todos deben compartir las soluciones personales del puzle;positivo
Asi es estimada tutora;positivo
Resolucion del ejercicio Solucion Los noruegos beben agua en la casa amarilla peimera casa y la zebra esta en la quinta casa;positivo
Companeros en base a este cuadro vamos opinando de como cada uno resolvio el ejercicio con el fin de hacer el documento en conjunto para entregar con todos los integrantes;positivo
Como dice el companero David Pazmino la zebra vive en la nacionalidad japonesa y donde van a beber es a la nacionalidad noruega primera casa att Juan Josue Cedeno Romulo;positivo
UBICACION DE CASA SEGUN EL COLOR;positivo
En donde se bebe agua es en la casa amarilla y la zebra vive en la casa color verde;positivo
Muy buena explicacion desde el punto de vista de las casas y no tomando desde las nacionalidades compaero Josue Luis S M esta muy bien eso Felicitaciones;positivo
Coincido con su idea lo principal es comenzar por saber donde ubicar los colores en las respectivas casas su explicacion esta muy bien detallada;positivo
De mi parte he tomado como referencia inicial al noruego y el color de su casa y luego los demas colores;positivo
Companeros sugiero que comentemos de los pasos que hicimos para la resolucion del ejercicio para que quede como un registro y tambien nos sirva para hacer el documento final que debemos de entregar de manera grupal;positivo
Amigos como estan buenas tardes por favor compartir la resolucion del problema de tal forma que entre todos entreguemos en resultado en conjunto;positivo
Felicitaciones companero Josue Luis S M propongo que esta solucion sea tomada como la mejor del grupo que dicen compas;positivo
Muy bien fundamentada se lo puede tomar para el ejercicio general del grupo que hay que subir a la nube segun especifica el pdf que nos dio la tutora;positivo
Amigos de una forma especial por favor que les parecio el ejercisio;positivo
Cual fue la parte mas complicada con la cual se toparon;neutro
al estar la informacion desorganizada se vuelve muy tedioso realizar la solucion del ejercicio pero asi son los puzzle y hay que ir con paciencia hasta encontrar la respuesta Saludos Att Juan Cedeno Romulo;negativo
de verdad que si amigos;positivo
pero logramos llegar a esta solucion de forma conjunta gracias a todos;positivo
Por mi parte les comento que estaba muy dificil encontrar la solucion;negativo
En mi caso me encontre un poco confuso despues de colocar los colores de las casas y las nacionalidades llega a un punto que hay que probar con los cigarrillos si pertenece a una casa u otra;neutro
Creo que la mayoria nos topamos con este problema ya que a partir de el punto al cual se refiere mi estimado companero Angel Suriaga los indicios para realizar la solucion son muy vagos y dificiles de encontrar;negativo
Josue Luis Sagba Error mio me referia al perro del espanol que no habia mas informacion de el al no saber donde pertenece tocaba hacer prueba y error para saber a que casa le toca;neutro
Asi es companero toco hacer esa prueba ya que el espanol bien pudo estar en la casa verde o en la casa azul;neutro
Animo amigos nadie dijo que seria facil ahora solo nos queda llegar a estar de acuerdo en la solucion si alguno de nuestros amigos del grupo tiene alguna sugerencia por favor que la comente sera bienvenida cualquier aporte al grupo;neutro
Josue Luis Sagba en lo que confiere pienso que se debe hacer una tabla por cada literal solucionado Explicando la solucion;positivo
Con lo que respecta a mi caso analice todos literales en busca de la mejor alternativa es decir mejor pista que solo podria tener una variable para empezar el ejercicio Por ejemplo ya he tomado el literal El noruego vive en la primera casa a la izquierda;positivo
La verdad es que al inicio y personalmente cuando se inicia por la identificacion de los colores de cada casa y las nacionalidades como que se hace facil resolver el ejercicio pero a medida que se avanza se necesita de todos los literales para encontrar la solucion de cada columna es lo que me sucedio;positivo
A pesar de todo creo que la mayoria concuerda con la misma solucion creo yo verdad;positivo
Josue Luis Sagba eso es verdad todos concordamos con la solucion;negativo
Esta seria la solucion al problema ya que todos llegamos a la misma conclucion;neutro
Concuerdo con su solucion pues la zebra vive en la casa 5 y se bebe agua en la primera casa Se puede evidenciar que se tomaron en cuenta todas las restricciones;positivo
En mi caso se procedio a realizar el problema 5 13 usando un sistema de redes semanticas y sistemas de mantenimiento de la verdad adicionando un sistema de comparacion por color para un mejor entendimiento;positivo
Yo en cambio me confundi por varias ocasiones en ordenar los colores en las respectivas casas ya que no sabia si la casa color marfil era la numero 3 o la numero 4;positivo
De poco a poco y utilizando el sistema de comparacion por color se logra resolver el problema;positivo
Amigos mi aporte sobre la solucion de trabajo grupal;positivo
Gracias a todos y s ustedes lideres de grupo por el trabajo final;positivo
Quedo excelente;positivo
Muy bien;positivo
Me parece que el desarrollo del trabajo ha sido todo un exito agradezco los esfuerzos realizados sobre todo a nuestro lider de grupo;positivo
Asi es amigos gracias a todos;positivo
realmente que les parecio la interaccion entre todos los companeros;neutro
Companeros aun se puede ajustar aun mas la sulucion para eso los hacemos desde el 7 al 13;positivo
claro que si amigos;positivo
Felicitaciones Companeros por un trabajo grupal exitoso;positivo
Muchas gracias companero;positivo
Hola companeros les dejo un enlace muy interesante;positivo
recuerden comentar sobre el ejercisio companeros;neutro
el ejercicio ha sido resuelto entre todos y todos han estado de acuerdo en la forma que se llego a un solo formato;positivo
Exacto;positivo
El archivo a sido consolidado y verificado por cada miembro del grupo;positivo
Saludos;positivo
Todos los miembros del grupo se encuentran incluidos en la portada del documento a entregar a la tutora;positivo
companeros que actividad debemos realizar;positivo
companera primero debemos realizar de manera personal la practica 9 que se encuentra en el doc practica procesador de palabra;positivo
adicional companeros para hacer un aporte con los pasos que se debe seguir para colocar encabezado y pie de pagina a un documento de word;positivo
companeros como inserto numero de pagina sin que pie de pagina se elimine;neutro
companera en el icono que nos muestra la opcion de pie de pagina hay una opcion que puede elegir para ingresar o insertar un pie de pag y el nro;positivo
si companera en la opcion que dice pie de pagina entre lasque aparecen se muestra la que dice alfabeto en esa puede usar para que inserte texto alguno y con su numeracion resspectiva para cada hoja;positivo
muchas gracias companeros;positivo
hey companeros buenas tardes como vamos con ese trabajo;positivo
companeros aqui les dejo una explicacion sobre vista preliminar de un texto;neutro
En efecto companero Tambien habia enviado un correo a la profesora para que se pueda unir al grupo Si tienen su contacto de Facebook para poder anadirla mucho mejor;positivo
La solucion hay que compartirla en el grupo Juan Pablo;neutro
No voy a alcanzar sino hasta la 1 2 companero;negativo
Claro adelante;positivo
Eso estaria en el Entorno del agente;neutro
Estimado Xavier favor tu ayuda con la organizacion del Grupo;neutro
